Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
hfCU-GH8GP6vjAknXUyhKQ,Cardamom Indian cuisine,43-45 43rd St Queens Blvd,"{'latitude': 40.74384695079039, 'longitude': -73.921224}",239,4.5,11104
ZwER8TyQH70ACI-nIG682g,Chote Miya,55 Water St,"{'latitude': 40.7034194804375, 'longitude': -73.9916073158383}",38,4.0,11201
jzO5HyrTtumHpe-pbUlndQ,Aangan Indian Cuisine,2701 Broadway,"{'latitude': 40.799446, 'longitude': -73.968795}",230,3.5,10025
lIE4KHySIenwPbta1JuM8Q,Mumbai Masala,1768 Amsterdam Ave,"{'latitude': 40.82695, 'longitude': -73.94676}",273,4.5,10031
tXZOJhUUknjTRRo9j4ckZg,Farida Central Asian Cuisine & Grill - Midtown,498 9th Ave,"{'latitude': 40.75568479045403, 'longitude': -73.99444701949656}",461,4.0,10018
j0n_poMVZnODYOFviLbh0Q,taïm mediterranean kitchen - West Village,222 Waverly Pl,"{'latitude': 40.736002376347, 'longitude': -74.0019588366439}",1572,4.5,10014
qs5aBgcT2v1BFlW-XqQS0Q,Biryani Cart,46th St & 6th Ave,"{'latitude': 40.757403, 'longitude': -73.9822503}",562,3.5,10003
gsZUN1Vtpd3P7rdvANbrmg,Indian Kitchen,739 Grand St,"{'latitude': 40.711924, 'longitude': -73.943326}",217,4.0,11211
bFUVp77ApNkACqXvgiekPQ,Bhatti Indian Grill,100 Lexington Ave,"{'latitude': 40.74221, 'longitude': -73.98308}",872,3.5,10016
_Hig4rf_SEAhq13eBdJ4CQ,Kismat Indian Restaurant,603 Fort Washington Ave,"{'latitude': 40.85533018425771, 'longitude': -73.9370321}",392,3.5,10040
ugYhnKrr3Q1TVV15R0EEWQ,AnTalia NYC,17 W 45th St,"{'latitude': 40.755991, 'longitude': -73.980313}",456,4.0,10036
lIXVm16VchbDXOf7v4hxMA,Haandi,113 Lexington Ave,"{'latitude': 40.7424, 'longitude': -73.98237}",337,3.5,10016
PEEw2ip9VrmiMBP4b6op_g,Govinda's Vegetarian Lunch,305 Schermerhorn St,"{'latitude': 40.68771, 'longitude': -73.98241}",183,4.5,11217
YJ88ZwMU499QfkD52qSJBw,Brick Lane Curry House,136 Newark Ave,"{'latitude': 40.72046, 'longitude': -74.04345}",98,4.0,07302
nBoOm-TAhRvbcDkHfKOwGg,Swagat Indian Restaurant,205 W 29th St,"{'latitude': 40.748161, 'longitude': -73.993194}",112,3.0,10001
so3ReIE_QdVjeCsRhCCLLg,Kolkata Chai Cafe,199 E 3rd St,"{'latitude': 40.72291487086537, 'longitude': -73.98321706640796}",92,4.0,10009
HsEmXckXmsRAAEVDFCGYYg,Namaste,31-15 30th Ave,"{'latitude': 40.7668, 'longitude': -73.92068}",576,4.0,11102
L3PwWn54PvHm5Rd4oUg7xw,B&D Halal Food,263 W 30 Th St,"{'latitude': 40.7469663, 'longitude': -73.992167}",92,4.5,10001
hnODPHQIO14uVWIa3cztyA,Raj's Indian Kitchen,53 Nassau St,"{'latitude': 40.7090336335426, 'longitude': -74.00914125144482}",15,4.0,10038
KbCLZOKvPdNY7ptAg0kGxw,The Kati Roll Company,229 E 53rd St,"{'latitude': 40.7574005, 'longitude': -73.968071}",350,3.5,10022
GNPne4Il-itbn2sLbvMo1g,Angel Indian Restaurant,7414 37th Rd,"{'latitude': 40.7473069226623, 'longitude': -73.8912814123575}",342,4.5,11372
L6DAp6L1ZJKeeDN2PwoOLQ,Adel's Famous Halal Food,49th & 6th,"{'latitude': 40.75927857933082, 'longitude': -73.98087907274463}",471,4.5,10019
GoABwVqFoFiXL_sxNtzVQw,Le Botaniste,156 Columbus Ave,"{'latitude': 40.774122, 'longitude': -73.9814425}",61,4.0,10023
tfGKVbzMHq4mhVBzrDnVWQ,Lahori Kabab Restaurant,106 Lexington Ave,"{'latitude': 40.742411, 'longitude': -73.9829868}",102,3.5,10016
WWpOWqOgS9ClYvxYVzR0lg,Tikka Indian Grill,185 Grand St,"{'latitude': 40.71441, 'longitude': -73.96078}",370,4.0,11211
IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,679 Grand St,"{'latitude': 40.71165, 'longitude': -73.94529}",409,4.0,11211
rp_TaJRjaNmOCb8vJ2S_sw,Blossom on Columbus,507 Columbus Ave,"{'latitude': 40.7853146, 'longitude': -73.9728638}",497,4.0,10024
qTJvCBgticMA-opC6P6yzg,Rang,11-03 44th Ave,"{'latitude': 40.7500749267213, 'longitude': -73.94893907411615}",6,4.5,11101
8vYGvXF4OyKv2KV0-iIxrA,Tikka Indian Grill,34-14 30th Ave,"{'latitude': 40.76534, 'longitude': -73.91868}",315,4.5,11103
yb9o5T88FPUXYOzxyXlUcw,Ganesh Temple Canteen,143-09 Holly Ave,"{'latitude': 40.75262, 'longitude': -73.816511}",288,4.5,11355
tzjjjhNUPDzaa8_kkvcDQg,Empyrean Indian Kitchen & Bar,20 Hudson Pl,"{'latitude': 40.736066251998736, 'longitude': -74.02880689096021}",168,4.5,07030
xWUL-j6TQyKQHIfOtetu-Q,HanGawi,12 E 32nd St,"{'latitude': 40.746612323020926, 'longitude': -73.98476051936564}",1353,4.0,10016
gWuHmSQ8G5FiKv-rEogwvA,Pongal,110 Lexington Ave,"{'latitude': 40.74246, 'longitude': -73.9829}",546,4.0,10016
1gK-0_lGqjxbwiHWcXXdzg,ABCV,38 E 19th St,"{'latitude': 40.738058, 'longitude': -73.989289}",643,4.0,10003
bgMbt6XbOaAu5VNXr5kCdQ,Polash,2179 3rd Ave,"{'latitude': 40.79965, 'longitude': -73.93855}",225,4.0,10035
j0Q-yyxS2WiL3foCJEV4eg,Dirt Candy,86 Allen St,"{'latitude': 40.7179075, 'longitude': -73.9907183}",780,4.0,10002
6JNvLxm0PqgiuoiSXC9OOg,Neem Indian Cuisine,3549 Johnson Ave,"{'latitude': 40.886547, 'longitude': -73.909968}",100,4.5,10463
DOdbSGm9ULZlVz-1-Jjhmg,Chote Nawab,115 Lexington Ave,"{'latitude': 40.742462, 'longitude': -73.982322}",588,3.5,10016
S6r0P0PItA9EYHV1nCiQgg,Mysttik Masaala,399 Park Ave,"{'latitude': 40.75932, 'longitude': -73.97209}",457,4.5,10022
VSPkVw9gSQx-5v4A6aC_YA,Manousheh - Bleecker,193 Bleecker St,"{'latitude': 40.729511, 'longitude': -74.001275}",503,4.5,10012
Ep_4L21-xzvkh75YIkaYgQ,Badshah To-Go,80 Nassau St,"{'latitude': 40.70983, 'longitude': -74.0079322}",18,4.0,10038
zBf-m72ATTPTey-_9vu3Yw,Peacefood Cafe,460 Amsterdam Ave,"{'latitude': 40.785326, 'longitude': -73.97713}",1429,4.0,10024
zi4fUgOwwGB5PYR2xq0OCQ,Namaste India,880 River Rd,"{'latitude': 40.82533, 'longitude': -73.97495}",326,4.0,07020
