Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
Nnuz_Ic0IdWOUbl64r4Hkg,Fonda Park Slope,434 7th Ave,"{'latitude': 40.663631439209, 'longitude': -73.9846343994141}",899,4.0,11215
OZHywdX0bT2MCmyUHoQNHA,El Fish Marisquería,155 Amsterdam Ave 67th St,"{'latitude': 40.77523410000001, 'longitude': -73.9838458}",5,4.0,10023
bx-a5t04wBiJnX9E3aSNBw,Empellón Taqueria - Waterline Square,645 West 59th St,"{'latitude': 40.77236, 'longitude': -73.99186}",40,3.5,10069
pG-IkylRFOb-HlaD8NwvvQ,La Loteria,29 7th Ave S,"{'latitude': 40.7307865530978, 'longitude': -74.0041882564488}",358,4.0,10014
iHinXbZk2625noKq9XSvzA,Seeyamañana,49 West 27th St,"{'latitude': 40.745332, 'longitude': -73.990216}",46,4.0,10001
ddFY9PpygYagv7-jVduB2Q,Counter & Bodega,216 7th Ave,"{'latitude': 40.743833, 'longitude': -73.996231}",226,4.5,10011
6ptX8V8WW_IzhHXLJ4SRAA,Dos Toros Taqueria,465 Lexington Ave,"{'latitude': 40.75352, 'longitude': -73.97418}",202,3.5,10017
ueL0t_7Yu_ev2RrWK9dgDA,Tacombi,23 W 33rd St,"{'latitude': 40.74844037111226, 'longitude': -73.98618609111018}",258,4.0,10001
y2dSu-qwp1BmLfQRn_c-1Q,Bar Lula,132 1st Ave,"{'latitude': 40.72743, 'longitude': -73.98521}",45,4.5,10009
Jd2_ZC4ugEMSY9ElivNZgg,Summer Salt,30 East 23rd St,"{'latitude': 40.74057, 'longitude': -73.98768}",188,4.5,10010
nrwOQSXoRXfAYhkdjiUk8g,Toro Loco,15 Stone St,"{'latitude': 40.70421, 'longitude': -74.01208}",427,4.0,10004
2zLgKnIQDmrJDb99jl9qRA,Tacos Güey,37 W 19th St,"{'latitude': 40.73997, 'longitude': -73.99323}",84,4.0,10011
iPc-zPgcpgeSo76xl5Jbpw,The Maze,32 W 32nd St,"{'latitude': 40.747846, 'longitude': -73.9872499}",676,4.0,10001
a3xDhQkSIH451c_sEmtidQ,Oro Verde Taqueria,150 8th Ave,"{'latitude': 40.74182, 'longitude': -74.00078}",7,4.5,10011
Q0SZ32fKVWA02NX8Wdql7w,Kuxé,205 Thompson St,"{'latitude': 40.72876, 'longitude': -73.9995}",129,4.5,10012
v8tuFxvNkKdZytWTn9BhMA,Fonda Chelsea,189 9th Ave,"{'latitude': 40.7455185879981, 'longitude': -74.0021848849335}",426,3.5,10011
al9HKZ3kCJipAJW4uxzj4A,Havana Central,151 W 46th St,"{'latitude': 40.75833809808108, 'longitude': -73.98409870613455}",2765,4.0,10036
h8J10FpJGaU_4OvP2MgoKQ,Oso,1618 Amsterdam Ave At 140th St,"{'latitude': 40.82195, 'longitude': -73.9502399}",352,4.0,10031
