Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
oUVX94JtKyLPXozC2hemCg,Manetta's Ristorante,1076 Jackson Ave,"{'latitude': 40.7427, 'longitude': -73.95184}",446,4.0,11101
zDujEq9qZk13nBcG2PH4tA,Il Falco,21-50 44th Dr,"{'latitude': 40.7476595714373, 'longitude': -73.9455319123659}",342,4.5,11101
HodL0fXoF08C3Ir-kLeTtw,Forma Pasta Factory,14 Bedford Ave,"{'latitude': 40.72371, 'longitude': -73.95157}",512,4.5,11222
h4VCnZ2aZ33mdenS_ZI7jQ,Mama Mia 44 SW,621 9th Ave,"{'latitude': 40.759761, 'longitude': -73.992065}",822,4.0,10036
o5mMVFk4Hcpk2FuKfgTgdg,Malaparte,753 Washington St,"{'latitude': 40.73687, 'longitude': -74.00812}",394,4.0,10014
vZ5-JXlJS75k8wmPNS5U5w,Max Soha Restaurant,1274 Amsterdam Ave,"{'latitude': 40.811324216443104, 'longitude': -73.9581736}",432,4.0,10027
IOHaEgK1zDvUvB3SfKuGCw,Parker & Quinn,64 W 39th St,"{'latitude': 40.752586217581296, 'longitude': -73.9850713153442}",1593,4.0,10018
C3E8CVVwzKtOv_sRR1WuRQ,Salumeria Rosi,283 Amsterdam Ave,"{'latitude': 40.77932, 'longitude': -73.9809}",560,4.0,10023
r2nIYBSyXny1-7XvsL2PVg,Lena's Italian Kitchen,551 2nd Ave,"{'latitude': 40.742664, 'longitude': -73.977783}",324,4.5,10016
iXV4FMZPru7BB_nwN_8mVw,Maiella,4610 Center Blvd,"{'latitude': 40.7471944, 'longitude': -73.9566640197964}",1094,4.0,11109
5k_jwjhdFMPUNWhouGNzuA,Misi,329 Kent Ave,"{'latitude': 40.71341, 'longitude': -73.96662}",567,4.0,11249
YKLvheNuhQ3083AEgx0V2Q,Casa Soglia,365 Park Ave S,"{'latitude': 40.74215, 'longitude': -73.98472}",2,5.0,10016
zjglOaCY8xQu3s2eKnLFzw,Mozzarella & Vino,33 W 54th St,"{'latitude': 40.76204, 'longitude': -73.97718}",265,4.0,10019
vbGqzhH_exG5HOG1I23kvg,Park Side Restaurant,107-01 Corona Ave,"{'latitude': 40.743843, 'longitude': -73.856118}",880,4.0,11368
J9xVQScnr0lYWl61_mLXMA,Lido,2168 Frederick Douglass Blvd,"{'latitude': 40.8049797781916, 'longitude': -73.9548260014624}",1164,4.0,10026
rpVX-o82EEOX8ZDnM28a_Q,Bistango,145 E 50th St,"{'latitude': 40.75628, 'longitude': -73.97144}",344,4.0,10022
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,8 Stone St,"{'latitude': 40.7039355145338, 'longitude': -74.0121731758117}",543,4.5,10004
